"ID","Data Source","Project/Plant Name","Status","Rated Power (kW)","Discharge Duration at Rated Power (hrs)","Storage Capacity (kWh)","Applications.Bulk Energy Services (General Energy Applications).0","Applications.Bulk Energy Services (General Energy Applications).1","Applications.Bulk Energy Services (General Energy Applications).2","Applications.Ancillary Services.0","Applications.Ancillary Services.1","Applications.Ancillary Services.2","Applications.Ancillary Services.3","Applications.Ancillary Services.4","Applications.Ancillary Services.5","Applications.Transmission Infrastructure Services.0","Applications.Transmission Infrastructure Services.1","Applications.Distribution Infrastructure Services.0","Applications.Customer Energy Management Services (End-User Services).0","Applications.Customer Energy Management Services (End-User Services).1","Applications.Customer Energy Management Services (End-User Services).2","Applications.Customer Energy Management Services (End-User Services).3","Applications.Others.0","Paired Grid Resources","Description/Notes","URL","Country","City","County","State/Province","Street Address","Postal Code","Latitude","Longitude","Announced Date","Commissioned Date","Constructed Date","Decommissioned Date","Latest Update Date","Project Data Validated?","Grid Interconnection Level","Interconnection Type","ISO/RTO","System Operator","Utility Type","Utility ID","Number of Subsystems","Energy Storage Technology Provider","Power Electronics Provider","Installer","Developer","O&M Contractor","EPC 1","EPC 2","EPC 3","Ownership Model","Ownership Model (Other)","Owner(s)","Captial Expenditure - CAPEX (USD)","Annual Operational Cost - OPEX (USD)","Annual Maintenance or Warranty Cost (USD)","Projected Payback Period (years)","Debt Provider","Funding Source 1","Funding Source Amount 1 (USD)","Funding Source 2","Funding Source Amount 2 (USD)","Funding Source 3","Funding Source Amount 3 (USD)","Contact Information: Name","Contact Information: Email Address","Contact Information: Phone Number","Subsystems.0.Subsystem Name","Subsystems.0.ID","Subsystems.0.Storage Device.Technology Broad Category","Subsystems.0.Storage Device.Technology Mid-Type","Subsystems.0.Storage Device.Technology Sub-Type","Subsystems.0.Storage Device.Storage Capacity (kWh)","Subsystems.0.Storage Device.Round-trip Efficiency (%)","Subsystems.0.Storage Device.Depth of Discharge (%)","Subsystems.0.Storage Device.Warranty Lifetime (cycles)","Subsystems.0.Storage Device.Warranty Lifetime (years)","Subsystems.0.Storage Device.Storage Operating Temperature (deg C)","Subsystems.0.Storage Device.Specific Energy (kWh/ton-metric)","Subsystems.0.Storage Device.Energy Density (kWh/m^3)","Subsystems.0.Storage Device.Footprint (m^2/MWh)","Subsystems.0.Storage Device.Number of Cells","Subsystems.0.Power Conversion System.Rated Power (kW)","Subsystems.0.Power Conversion System.Maximum Charge Power (kW)","Subsystems.0.Power Conversion System.Maximum Discharge Power (kW)","Subsystems.0.Power Conversion System.Overload Capability (%)","Subsystems.0.Power Conversion System.Time Allowed for Overload (s)","Subsystems.0.Power Conversion System.Ramping Rate (kW/min)","Subsystems.0.Power Conversion System.Response Time (s)","Subsystems.0.Power Conversion System.Nominal DC Voltage (kV)","Subsystems.0.Power Conversion System.Nominal AC Voltage (kV)","Subsystems.0.Power Conversion System.Nominal Frequency (Hz)","Subsystems.0.Power Conversion System.Operating Frequency Range (Hz) Low","Subsystems.0.Power Conversion System.Operating Frequency Range (Hz) High","Subsystems.0.Power Conversion System.Number of Phases","Subsystems.0.Power Conversion System.Topology","Subsystems.0.Power Conversion System.Full Load Efficiency (%)","Subsystems.0.Power Conversion System.Efficiency Degradation","Subsystems.0.Power Conversion System.Standby Energy Consumption (kWh)","Subsystems.0.Power Conversion System.Lagging Power Factor Range","Subsystems.0.Power Conversion System.Leading Power Factor Range","Subsystems.0.Power Conversion System.Maximum Total Current Harmonic Distortion (%)","Subsystems.0.Power Conversion System.Frequency Ride Through (FRT)","Subsystems.0.Power Conversion System.Low Voltage Ride Through (LVRT)","Subsystems.0.Power Conversion System.High Voltage Ride Through (HVRT)","Subsystems.0.Power Conversion System.Warranty Lifetime (years)","Subsystems.0.Balance of System.Transformer Rating","Subsystems.0.Balance of System.Transformer Configuration","Subsystems.0.Balance of System.Enclosure Operating Temperature (deg C)","Subsystems.0.Balance of System.Operating Temperature (deg C)","Subsystems.0.Balance of System.Communications","Subsystems.0.Balance of System.Enclosures","Subsystems.0.Balance of System.Controller Type"
"12","GESDB","Flatiron Powerplant","Operational","8500","0","0","Electric Energy Time Shift (Arbitrage)","","","Voltage Support","Frequency Regulation","Operating Reserve (Supplementary)","Operating Reserve (Spinning)","","","","","","","","","","","null","The Flatiron Powerplant discharges into Flatiron Reservoir, which regulates the water for release to the foothills storage and distribution system. The afterbay storage in Flatiron Reservoir and the forebay storage in Pinewood Lake enable Flatiron Powerplant to meet daily power loads. The Flatiron reversible pump (Unit 3) lifts water from Flatiron Reservoir, a maximum of 297 feet, and delivers it through Carter Lake pressure conduit and tunnel to Carter Lake. When the flow is reversed, the unit acts as a turbine-generator and produces electric energy.  Flatiron units one and two are on AGC and provide VAR support and are occasionally used for spinning reserve.","http://www.usbr.gov/projects/Powerplant.jsp?fac_Name=Flatiron+Powerplant","United States","Loveland","null","Colorado","null","80537","40.364905","-105.24","null","01-01-1954","null","null","null","NO","Transmission","null","","null","null","null","1","null","null","null","null","null","null","null","null","Third-Party-Owned","null","Bureau of Reclamation","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","12.1","Electro-mechanical energy storage","Pumped hydro storage","Open-loop PHS","null","null","null","null","null","null","null","null","null","null","8500","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"27","GESDB","Taum Sauk Hydroelectric Power Station","Operational","440000","8","3520000","Electric Energy Time Shift (Arbitrage)","","","","","","","","","","","","","","","","Electric Supply Capacity","null","The Taum Sauk pumped storage plant is located in the St. Francois mountain region of the Missouri Ozarks approximately 90 miles (140 km) south of St. Louis near Lesterville, Missouri in Reynolds County. The pumped-storage hydroelectric plant, operated by the AmerenUE electric company, was designed to help meet peak power demands during the day. Electrical generators are turned by water flowing from a reservoir on top of Proffit Mountain into a lower reservoir on the East Fork of the Black River. The generators and turbines at river level are reversible, and at night the excess electricity available on the power grid is used to pump water back to the mountaintop.  The Taum Sauk plant is notable in that it is a pure pump-back operation – there is no natural primary flow available for generation, unlike most other pumped storage sites. It was among the largest such projects when it was built. Construction of the Taum Sauk plant began in 1960 and operation began in 1963. The two original reversible pump-turbine units were each capable of generating 175 megawatts of power. They were upgraded in 1999 to units capable of 225 megawatts each.  The plant was out of operation after the upper reservoir suffered a catastrophic failure on December 14, 2005, until the rebuilt and recertified structure started producing power again on April 21, 2010. The new upper reservoir dam, rebuilt from the ground up, is the largest roller-compacted concrete dam in North America. The plant was named an IEEE Milestone in 2005.",".","United States","Lesterville","null","Missouri","null","null","37.4537502","-90.84","null","01-01-1963","01-01-1960","null","null","NO","Transmission","null","MISO","null","Investor Owned","null","1","null","null","null","null","null","null","null","null","Utility-Owned","null","Ameren Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","27.1","Electro-mechanical energy storage","Pumped hydro storage","Open-loop PHS","null","null","null","null","null","null","null","null","null","null","440000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"35","GESDB","Yards Creek Pumped Storage","Operational","400000","6","2400000","Electric Energy Time Shift (Arbitrage)","","","Operating Reserve (Spinning)","","","","","","","","","","","","","","null","The Yards Creek Pumped Storage Facility is located in Blairstown Township, New Jersey. Water is conveyed between the plant &amp; the Upper Reservoir via an 18’ diameter 1,800’ long exposed steel pipe At full station load, approx.","http://www.pseg.com/family/power/fossil/stations/yardscreek.jsp","United States","Blairstown","null","New Jersey","null","null","41.00095","-75.03","null","01-01-1965","null","null","null","NO","Transmission","null","PJM","null","Investor Owned","null","1","null","null","null","null","null","null","null","null","Utility-Owned","null","PSEG Fossil, FirstEnergy Corp.","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","35.1","Electro-mechanical energy storage","Pumped hydro storage","Open-loop PHS","null","null","null","null","null","null","null","null","null","null","400000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"40","GESDB","Muddy Run Pumped Hydro Storage","Operational","1070000","0","0","Electric Energy Time Shift (Arbitrage)","","","","","","","","","","","","","","","","Electric Supply Capacity","null","The 8-unit power station provides 1,070 megawatts (MW) of electricity by damming the Muddy Run ravine from its mouth.  The station’s output is critical to meeting the dynamic peak electricity demands on the area’s regional power grid on hot summer afternoons.  To generate electricity, the water in the upper reservoir at Muddy Run is used to fuel the turbines, flowing into the Conowingo Pond, a 14-mile stretch of the Susquehanna River in Maryland.  As electricity demand decreases, at night, the units are reversed and used as pumps to fill the upper reservoir for subsequent peak-demand periods.  Muddy Run has provided electric power to the regional transmission system since commercial operation began in 1966. At the time, it was the largest pumped-storage hydroelectric power plant in the world.  The general plant configuration remains the same as the original construction, however, the turbines and generators have been recently refurbished.","http://www.exeloncorp.com/locations/power-plants/muddy-run-pumped-storage-facility","United States","West Holtwood","null","Pennsylvania","172 Bethesda Church Rd.","17532","39.847457","-76.29","null","01-01-1966","null","null","null","NO","Transmission","null","PJM","null","null","null","1","null","null","null","Westinghouse Electric Company","Susquehanna Electric Company","null","null","null","Third-Party-Owned","null","Exelon Generation","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","40.1","Electro-mechanical energy storage","Pumped hydro storage","Open-loop PHS","null","null","null","null","null","null","null","null","null","null","1070000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"41","GESDB","Smith Mountain Pumped Storage Project","Operational","560000","0","0","Electric Energy Time Shift (Arbitrage)","","","","","","","","","","","","","","","","Electric Supply Capacity","null","Smith Mountain Dam houses five hydroelectric generators with a combined installed capacity of 560 MW. Smith Mountain Lake Dam utilizes pumped-storage hydroelectricity by which water that is released downstream can be pumped back into Smith Mountain Lake for re-use. The Leesville Dam regulates the Smith Mountain Lake's outflows and stores water to be pumped back into the Smith Mountain Lake for this purpose. Hydro-electricity is usually produced during high-demand times (day) and pumped back into the lake during low demand times (night). The Leesville Dam also produces hydro-electricity as well.  In December, 2009, The U.S. Federal Energy Regulatory Commission granted Appalachian Power a new license to operate the hydro-electricity plant. The new 30-year license replaces the original 50-year license and also addresses recreational and environmental management.","http://smith-mountain-lake.com/#howitworks","United States","Smith Mountain Lake","null","Virginia","null","null","37.0497134","-79.64","null","07-03-1966","null","null","null","NO","Transmission","null","PJM","null","Investor Owned","null","1","null","null","null","Appalachian Power","null","null","null","null","Utility-Owned","null","Appalachian Power (a division of AEP)","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","41.1","Electro-mechanical energy storage","Pumped hydro storage","Open-loop PHS","null","null","null","null","null","null","null","null","null","null","560000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"43","GESDB","Cabin Creek Generating Station","Operational","324000","4","1296000","Electric Energy Time Shift (Arbitrage)","Renewable Energy Time Shift","","Black Start","","","","","","","","","","","","","Electric Supply Capacity","null","Cabin Creek is located high in the Rocky Mountains of Colorado at 10,018 feet above sea level. It is a  pumped storage plant with a lower and upper reservoir. During periods of peak electricity demand on Xcel Energy’s Colorado system, electricity is generated by releasing water from the upper reservoir through a tunnel, which turns the turbine generators. The water is then stored in the lower reservoir. In the early hours of the morning when electricity use by the company’s customers is low, water is pumped back to the upper reservoir.  As a hydroelectric station, Cabin Creek produces no air, water or land emissions. As we bring additional wind power onto our Colorado system, Cabin Creek can help us better utilize this resource. The pumping of water from the lower reservoir to the upper reservoir can be timed during the evening or early morning when wind generators are producing more power.  The Georgetown plant is also open to the public as the Georgetown Energy Museum, where one can see a working power plant. The museum has many intriguing artifacts and pieces from the electrical industry. The museum also offers tours of the plant.","https://www.colorado.gov/pacific/sites/default/files/13WaterResources1010Cabin%20Creek.pdf","United States","Georgetown","null","Colorado","null","null","39.7060984","-105.7","null","01-01-1967","null","null","null","NO","Transmission","null","","null","Investor Owned","null","1","null","null","null","null","null","null","null","null","Utility-Owned","null","Xcel Energy","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","43.1","Electro-mechanical energy storage","Pumped hydro storage","Open-loop PHS","null","null","null","null","null","null","null","null","null","null","324000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"44","GESDB","Edward Hyatt (Oroville) Power Plant","Operational","819000","0","0","Electric Energy Time Shift (Arbitrage)","","","","","","","","","","","","","","","","Electric Supply Capacity","null","Located in rock in the left abutment near the axis of Oroville Dam, Edward Hyatt Powerplant is an underground, hydroelectric, pumping-generating facility. Construction of the plant began in 1964 and was completed in 1967.  Hyatt Powerplant maximizes power production through a pumped-storage operation where water, released for power in excess of local and downstream requirements, is returned to storage in Lake Oroville during off-peak periods and is used for generation during peak power demands.  Water from the lake is conveyed to the units through penstocks and branch lines. After passing through the units, water is discharged through the draft tubes to one free surface and one full-flow tailrace tunnel.  The facility was named for Edward Hyatt, who was State Engineer (1927-1950) of the Division of Water Resources under the Department of Public Works. The Division was the predecessor to the Department of Water Resources.","http://www.water.ca.gov/swp/facilities/Oroville/hyatt.cfm","United States","Oroville","null","California","null","95965","39.5137752","-121.56","null","01-01-1967","01-01-1964","null","null","NO","Transmission","null","CAISO","null","Investor Owned","null","1","null","null","California Department of Water Resources","California Department of Water Resources","California Department of Water Resources","Allis - Chalmers Mfg. Inc.","General Electric Co.","Westinghouse","Third-Party-Owned","null","California Department of Water Resources","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","44.1","Electro-mechanical energy storage","Pumped hydro storage","Open-loop PHS","null","null","null","null","null","null","null","null","null","null","819000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"50","GESDB","San Luis (William R. Gianelli) Pumped Storage Hydroelectric Powerplant","Operational","424000","8","3392000","Electric Energy Time Shift (Arbitrage)","","","","","","","","","","","","","","","","Electric Supply Capacity","null","The San Luis Pump-Generating Plant pumps Central Valley Project water for offstream storage. This joint Federal-State facility, located at San Luis Dam, lifts water by pump turbines from the O`Neill forebay into the San Luis Reservoir. During the irrigation season, water is released from San Luis Reservoir back through the pump-turbines to the forebay and energy is reclaimed. Each of the eight pumping-generating Francis Turbines has a capacity of 63,000 horsepower as a motor and 53,000 kilowatts as a generator. As a pumping station to fill San Luis Reservoir, each unit lifts 1,375 cubic feet per second at 290 feet total head. As a generating plant, each unit passes 1,640 cubic feet per second at the same head.","https://www.usbr.gov/projects/pdf.php?id=55","United States","Gustine","null","California","null","null","37.069105","-121.08","null","01-01-1968","null","null","null","NO","Transmission","null","CAISO","null","null","null","1","null","null","null","null","null","null","null","null","Third-Party-Owned","null","Bureau of Reclamation","null","null","null","null","null","Federal/National Government","null","null","null","null","null","null","null","null","Subsystem 1","50.1","Electro-mechanical energy storage","Pumped hydro storage","Open-loop PHS","null","null","null","null","null","null","null","null","null","null","424000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"57","GESDB","Thermalito Pumping - Generating Plant","Offline/Under Repair","120000","0","0","Electric Energy Time Shift (Arbitrage)","","","","","","","","","","","","","","","","Electric Supply Capacity","null","Located about four miles west of the city of Oroville in Butte County, Thermalito Pumping-Generating Plant is a principal feature of the Oroville-Thermalito pumped storage power complex. A pumping-generating plant, the facility is operated in tandem with Hyatt Powerplant and Thermalito Diversion Dam Powerplant to produce power.  Water released for power in excess of local and downstream requirements is conserved by pumpback operation during off-peak hours through both power plants into Lake Oroville to be subsequently released for power generation during periods of peak power demand. Construction on the plant began in 1964 and was completed in 1969, with operations starting in 1968.  ***The Thermalito Pumping - Generating Plant suffered significant damage from a fire on November 22, 2012 - further details on the incident can be found here:  https://conferences.wsu.edu/forms/hrs/HRS14/2014HRS/Lectures/Thermalito.pdf","http://www.water.ca.gov/swp/facilities/Oroville/thermalito.cfm","United States","Oroville","null","California","null","null","39.5137752","-121.56","null","01-01-1969","01-01-1964","11-22-2012","null","NO","Transmission","null","CAISO","null","Investor Owned","null","1","null","null","California Department of Water Resources","California Department of Water Resources","California Department of Water Resources","California Department of Water ResourcesCalifornia Department of Water Resources","Allis - Chalmers Mfg. Inc.","Westinghouse","Third-Party-Owned","null","California Department of Water Resources","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","57.1","Electro-mechanical energy storage","Pumped hydro storage","Open-loop PHS","null","null","null","null","null","null","null","null","null","null","120000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"61","GESDB","Seneca Pumped Storage Generating Station","Operational","440000","0","0","Electric Energy Time Shift (Arbitrage)","","","Operating Reserve (Spinning)","","","","","","","","","","","","","","null","The Seneca Pumped Storage Generating Station is a hydroelectric power plant using pumped storage of water to generate electric power. It is located near Warren, Pennsylvania in Warren County. Seneca Station is colocated with the Kinzua Dam, near Warren, Pennsylvania. The dam was built by the United States Army Corps of Engineers to regulate the Allegheny River as part of a larger flood control project, and, as a secondary role, to generate hydroelectric power. It created the Allegheny Reservoir, a lake that stretches 25 miles (40 km) upriver.  The power plant, rated at 435 MW, was built by the Pennsylvania Electric Company and Cleveland Electric Illuminating Company. It began commercial operation in 1970. Through business mergers and acquisitions, the plant is now owned by FirstEnergy, an operator of several base load (nuclear and coal-fired) power plants. Pumped storage plants function similarly to a storage battery; they absorb excess power generated by such plants in off-peak hours, such as nighttime, using it to pump water into a reservoir. Later, when demand exceeds the base load, the flow of water from the reservoir generates additional electrical power to meet peak load demands.","http://www.lspower.com/News/newsarticle07232015.htm","United States","Mead Township","null","Pennsylvania","null","null","41.831299","-79.01","null","01-01-1970","null","null","null","NO","null","null","PJM","null","null","null","1","null","null","null","Pennsylvania Electric Company and Cleveland Electric Illuminating Company","null","null","null","null","Third-Party-Owned","null","LS Power Group","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","61.1","Electro-mechanical energy storage","Pumped hydro storage","Open-loop PHS","null","null","null","null","null","null","null","null","null","null","440000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"67","GESDB","Salina Pumped Storage Project","Operational","260000","0","0","Electric Energy Time Shift (Arbitrage)","","","","","","","","","","","","","","","","Electric Supply Capacity","null","The Salina Pumped Storage Project is a 260-megawatt (MW) pumped-storage power station near Salina, Oklahoma. It is owned and operated by the Grand River Dam Authority (GRDA). Its construction was in response to growing power demands and a lack of dam sites on the Grand River. The first phase was completed in 1968 and the second in 1971. The upper reservoir for the power station is Lake W. R. Holway which was built on Saline Creek and the lower reservoir is Lake Hudson on the Grand River. During periods of lower power demand, water is pumped from Lake Hudson to Lake Holway and released back down through the pump-generators during periods of high energy demand.  The project was constructed in two stages:  Stage 1 consisted of building an earth and rock filled dam in Chimney Rock Hollow 185 feet (56 m) high, creating Chimney Rock Reservoir. A canal 1,850 feet (560 m) long led from the dam to a forebay structure that had openings for steel penstocks,each 14 feet (4.3 m) in diameter. Three penstocks led from the forebay to a powerhouse that housed three 64,000 horsepower pump-generators, with a total rated capacity of 130 megawatts. This stage was completed in 1968.  Stage 2 comprised building three more penstocks, extending the powerhouse and adding three more pump-generators, all identical to those installed in Stage 1. This doubled the facility's capacity to 260 mw. It was completed in 1971.  The SPSP is controlled remotely from the GRDA Energy Control Center at the Robert S. Kerr Dam, which created Lake Hudson.","http://www.grda.com/electric/facilities/salina-pumped-storage-project/","United States","Salina","null","Oklahoma","null","null","36.26566","-95.1","null","01-01-1971","null","null","null","NO","Transmission","null","SPP","null","null","null","1","null","null","null","Grand River Dam Authority (GRDA)","null","null","null","null","Third-Party-Owned","null","Grand River Dam Authority (GRDA)","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","67.1","Electro-mechanical energy storage","Pumped hydro storage","Open-loop PHS","null","null","null","null","null","null","null","null","null","null","260000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
