"ID","Data Source","Project/Plant Name","Status","Rated Power (kW)","Discharge Duration at Rated Power (hrs)","Storage Capacity (kWh)","Applications.Bulk Energy Services (General Energy Applications).0","Applications.Bulk Energy Services (General Energy Applications).1","Applications.Bulk Energy Services (General Energy Applications).2","Applications.Ancillary Services.0","Applications.Ancillary Services.1","Applications.Ancillary Services.2","Applications.Ancillary Services.3","Applications.Ancillary Services.4","Applications.Ancillary Services.5","Applications.Transmission Infrastructure Services.0","Applications.Transmission Infrastructure Services.1","Applications.Distribution Infrastructure Services.0","Applications.Customer Energy Management Services (End-User Services).0","Applications.Customer Energy Management Services (End-User Services).1","Applications.Customer Energy Management Services (End-User Services).2","Applications.Customer Energy Management Services (End-User Services).3","Applications.Others.0","Paired Grid Resources","Description/Notes","URL","Country","City","County","State/Province","Street Address","Postal Code","Latitude","Longitude","Announced Date","Commissioned Date","Constructed Date","Decommissioned Date","Latest Update Date","Project Data Validated?","Grid Interconnection Level","Interconnection Type","ISO/RTO","System Operator","Utility Type","Utility ID","Number of Subsystems","Energy Storage Technology Provider","Power Electronics Provider","Installer","Developer","O&M Contractor","EPC 1","EPC 2","EPC 3","Ownership Model","Ownership Model (Other)","Owner(s)","Captial Expenditure - CAPEX (USD)","Annual Operational Cost - OPEX (USD)","Annual Maintenance or Warranty Cost (USD)","Projected Payback Period (years)","Debt Provider","Funding Source 1","Funding Source Amount 1 (USD)","Funding Source 2","Funding Source Amount 2 (USD)","Funding Source 3","Funding Source Amount 3 (USD)","Contact Information: Name","Contact Information: Email Address","Contact Information: Phone Number","Subsystems.0.Subsystem Name","Subsystems.0.ID","Subsystems.0.Storage Device.Technology Broad Category","Subsystems.0.Storage Device.Technology Mid-Type","Subsystems.0.Storage Device.Technology Sub-Type","Subsystems.0.Storage Device.Storage Capacity (kWh)","Subsystems.0.Storage Device.Round-trip Efficiency (%)","Subsystems.0.Storage Device.Depth of Discharge (%)","Subsystems.0.Storage Device.Warranty Lifetime (cycles)","Subsystems.0.Storage Device.Warranty Lifetime (years)","Subsystems.0.Storage Device.Storage Operating Temperature (deg C)","Subsystems.0.Storage Device.Specific Energy (kWh/ton-metric)","Subsystems.0.Storage Device.Energy Density (kWh/m^3)","Subsystems.0.Storage Device.Footprint (m^2/MWh)","Subsystems.0.Storage Device.Number of Cells","Subsystems.0.Power Conversion System.Rated Power (kW)","Subsystems.0.Power Conversion System.Maximum Charge Power (kW)","Subsystems.0.Power Conversion System.Maximum Discharge Power (kW)","Subsystems.0.Power Conversion System.Overload Capability (%)","Subsystems.0.Power Conversion System.Time Allowed for Overload (s)","Subsystems.0.Power Conversion System.Ramping Rate (kW/min)","Subsystems.0.Power Conversion System.Response Time (s)","Subsystems.0.Power Conversion System.Nominal DC Voltage (kV)","Subsystems.0.Power Conversion System.Nominal AC Voltage (kV)","Subsystems.0.Power Conversion System.Nominal Frequency (Hz)","Subsystems.0.Power Conversion System.Operating Frequency Range (Hz) Low","Subsystems.0.Power Conversion System.Operating Frequency Range (Hz) High","Subsystems.0.Power Conversion System.Number of Phases","Subsystems.0.Power Conversion System.Topology","Subsystems.0.Power Conversion System.Full Load Efficiency (%)","Subsystems.0.Power Conversion System.Efficiency Degradation","Subsystems.0.Power Conversion System.Standby Energy Consumption (kWh)","Subsystems.0.Power Conversion System.Lagging Power Factor Range","Subsystems.0.Power Conversion System.Leading Power Factor Range","Subsystems.0.Power Conversion System.Maximum Total Current Harmonic Distortion (%)","Subsystems.0.Power Conversion System.Frequency Ride Through (FRT)","Subsystems.0.Power Conversion System.Low Voltage Ride Through (LVRT)","Subsystems.0.Power Conversion System.High Voltage Ride Through (HVRT)","Subsystems.0.Power Conversion System.Warranty Lifetime (years)","Subsystems.0.Balance of System.Transformer Rating","Subsystems.0.Balance of System.Transformer Configuration","Subsystems.0.Balance of System.Enclosure Operating Temperature (deg C)","Subsystems.0.Balance of System.Operating Temperature (deg C)","Subsystems.0.Balance of System.Communications","Subsystems.0.Balance of System.Enclosures","Subsystems.0.Balance of System.Controller Type"
"936","GESDB","AllCell Chicago EV Charging Station","Operational","40","0","0","","","","","","","","","","","","","Resilience (Back-up Power)","","","","","null","AllCell Technologies and Windfree announced the completion of the Chicago area's first lithium-ion energy storage system connected to a solar powered electric vehicle (EV) charging station.  The state-of-the-art battery system helps buffer the electrical grid from the uneven power demands of EV charging while providing enough capacity to charge two vehicles in case of a power outage. Equipped with AllCell's proprietary thermal management technology, the battery is continuously protected from overheating to ensure safety and prolonged battery life.  Development of the Evanston, IL based project was managed by Windfree, and includes a 10 kilowatt solar canopy, 40 kilowatt-hour battery system, and two Level II charging stations.  One of the charging stations is used exclusively by car sharing firm I-GO, while the other is available to the public. Alternative Transportation for Chicagoland owns the installation, and other project partners included architects Farr Associates and Continental Electric Construction Company.  'As more and more electric vehicles are sold each year, the strains on the electrical grid will continue to increase,' said AllCell CEO Said Al-Hallaj.  The combination of on-site generation and on-site storage co-located with EV charging stations will be a critical part of ensuring that continued growth in the EV market doesn't disrupt the normal operation of the electrical grid.  According to WindFree President Doug Snower, 'The combination of advanced battery technology incorporated with our solar canopy EV charging stations make this a dream project for Windfree. We look forward to sharing open source data through a web base monitoring portal that will demonstrate utility infrastructure benefits and energy savings.'","http://earthtechling.com/2013/08/going-solar-ev-charging-with-energy-storage-in-chicago/","United States","Evanston","null","Illinois","null","null","42.0450722","-87.69","null","08-22-2013","null","null","null","NO","null","null","","null","null","null","1","null","AllCell Tech","null","WindFree","null","null","null","null","Third-Party-Owned","null","Alternative Transportation for Chicagoland","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","936.1","Electro-chemical battery and chemical storage","Lithium-ion battery","","null","null","null","null","null","null","null","null","null","null","40","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"938","GESDB","Axion PowerCube for PJM (New Castle, PA)","Operational","500","0.5","250","","","","Frequency Regulation","","","","","","","","","","","","","","null","Axion Power International, Inc., the developer of advanced lead-carbon PbC® batteries and energy storage systems, on November 22, 2011, integrated its PowerCube™ battery energy storage and battery system as a power resource for the PJM Regulation Market, which serves 58 million people in all or parts of 13 states and the District of Columbia. The use of PowerCube on the PJM market marks the first time an external energy storage system has been integrated into a major power grid. Axion Power, working in partnership with Philadelphia-based Viridity Energy on this and other projects, is initially participating in the PJM market as a 100 kw resource that will soon be ramped to higher kw levels. As a curtailment service provider in PJM, Viridity Energy will be managing the Axion PowerCube, a highly mobile and scalable 500kw/250kw Battery Energy Storage System.","http://www.axionpower.com/press/press-release/2011-11-22-axion-powers-powercube-battery-energy-storage-system-integrated-into-pjm-utility-grid","United States","New Castle","null","Pennsylvania","3601 Clover Lane","16105","41","-80","11-22-2011","11-22-2011","01-08-2011","null","null","NO","Secondary Distribution","null","PJM","null","Investor Owned","null","1","Axion Power International Inc.","Eaton","Axion Power International Inc.","null","Axion Power International Inc.","null","null","null","Customer-Owned","null","Axion Power International Inc","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","938.1","Electro-chemical battery and chemical storage","Lead-acid battery","Lead-carbon battery","null","null","null","null","null","null","null","null","null","null","500","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"940","GESDB","Airbnb and kitHAUS Microgrid Pop Up House","Operational","5","1","5","","","","","","","","","","","","","Microgrid Applications","","","","","null","SIMPLIPHI POWER provides reliable, clean and uninterrupted off-grid mobile energy storage and management for Airbnb and kitHAUS. State-of-the-art, eco- friendly pre-fab “pop-up” living quarters are energy independent and secure with the wall mounted power kit. Anytime. Anywhere.  During a celebrity-themed promotion in Los Angeles, California, design-savvy stars, including Moby, James Franco, Anjelica Houston and Molly Sims, were recruited to curate a series of Airbnb pop-up listings. The SimpliPhi PowerKit stores more than 5.2 kilowatts of renewable energy to provide backup and power security for all electrical equipment in the mobile kitHAUS living quarters. Without energy storage, renewable sources of power are intermittent and unpredictable, as is the grid in black-out and emergency scenarios in which the centralized delivery of power breaks down.","http://simpliphipower.com/backup-power-and-security-airbnb-and-kithaus/","United States","Sun Valley","null","California","9825 Glenoaks Blvd","null","34","-118","null","11-22-2015","null","null","null","NO","null","null","","null","null","null","1","SimpliPhi Power","null","null","null","null","null","null","null","Customer-Owned","null","kitHAUS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","940.1","Electro-chemical battery and chemical storage","Lithium-ion battery","","null","null","null","null","null","null","null","null","null","null","5","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"944","GESDB","Laney College Green Charge Networks GreenStation","Operational","30","1","30","","","","","","","","","","","","","Retail TOU Energy Charges","","","","Transportation Services","Eaton DC Quick Charger","Green Charge Networks is providing intelligent energy storage solutions to reduce peak demand charges with their sophisticated software algorithm and battery storage system.  In addition, Green Charge Networks is aggregating locations to participate in Demand Response events to increase the savings. ","http://www.greenchargenet.com/","United States","Oakland","null","California","900 Fallon Street","94607","37.7942491","-122.2607931101","11-03-2011","05-23-2014","null","null","null","NO","null","null","CAISO","null","Investor Owned","null","1","Green Charge Networks","IPC","Green Charge Networks","Green Charge Networks","null","null","null","null","Third-Party-Owned","null","Green Charge Networks","null","null","null","null","null","State/Provincial/Regional","null","null","null","null","null","null","null","null","Subsystem 1","944.1","Electro-chemical battery and chemical storage","Lithium-ion battery","","null","null","null","null","null","null","null","null","null","null","30","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"945","GESDB","Merritt College Green Charge Networks GreenStation","Operational","30","1","30","","","","","","","","","","","","","Retail TOU Energy Charges","","","","Transportation Services","Eaton DC Quick Charger","Green Charge Networks is providing intelligent energy storage solutions to reduce peak demand charges with their sophisticated software algorithm and battery storage system.  In addition, Green Charge Networks is aggregating locations to participate in Demand Response events to increase the savings. ","http://www.greenchargenet.com/","United States","Oakland","null","California","12500 Campus Drive","94619","37.78901385","-122.1672323573","11-03-2011","05-23-2014","null","null","null","NO","null","null","CAISO","null","Investor Owned","null","1","Green Charge Networks","IPC","Green Charge Networks","Green Charge Networks","null","null","null","null","Third-Party-Owned","null","Green Charge Networks","null","null","null","null","null","State/Provincial/Regional","null","null","null","null","null","null","null","null","Subsystem 1","945.1","Electro-chemical battery and chemical storage","Lithium-ion battery","","null","null","null","null","null","null","null","null","null","null","30","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"946","GESDB","Peralta College Green Charge Networks GreenStation","Operational","30","1","30","","","","","","","","","","","","","Retail TOU Energy Charges","","","","Transportation Services","Eaton DC Quick Charger","Green Charge Networks is providing intelligent energy storage solutions to reduce peak demand charges with their sophisticated software algorithm and battery storage system.  In addition, Green Charge Networks is aggregating locations to participate in Demand Response events to increase the savings. ","http://www.greenchargenet.com/","United States","Oakland","null","California","333 East 8th Street","94606","37.7936847047","-122.2612766708","11-03-2011","05-23-2014","null","null","null","NO","null","null","CAISO","null","Investor Owned","null","1","Green Charge Networks","IPC","Green Charge Networks","Green Charge Networks","null","null","null","null","Third-Party-Owned","null","Green Charge Networks","null","null","null","null","null","State/Provincial/Regional","null","null","null","null","null","null","null","null","Subsystem 1","946.1","Electro-chemical battery and chemical storage","Lithium-ion battery","","null","null","null","null","null","null","null","null","null","null","30","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"949","GESDB","164 W. Magnolia - Ice Energy","Operational","8","0","0","","","","","","","","","","","","","Retail TOU Energy Charges","","","","Electric Supply Capacity","null","Ice Energy’s flagship Ice Bear system enables a powerful change in how – and more importantly when – energy is consumed for air conditioning. The Ice Bear system is an intelligent distributed energy storage solution that works in conjunction with commercial direct-expansion (DX) air-conditioning systems, specifically the refrigerant-based, 4-20-ton packaged rooftop systems common to most small to mid-sized commercial buildings. The system stores energy at night, when electricity generation is cleaner, more efficient and less expensive, and delivers that energy during the peak of the day to provide cooling to the building. Daytime energy demand from air conditioning – typically 40-50% of a building’s electricity use during peak daytime hours – can be reduced significantly. In kilowatts, each Ice Bear delivers an average reduction of 12 kW of source equivalent peak demand for a minimum of 6 hours daily, shifting 72 kW-hours of on-peak energy to off-peak hours. Ice Bear units are typically owned by utilities and installed at distributed locations behind the customer meter on commercial and industrial sites. When aggregated and deployed at scale, a typical utility deployment will shift the operation of thousands of commercial AC condensing units from on-peak periods to off-peak periods, reducing electric system demand, improving electric system load factor, reducing electric system costs, and improving overall electric system efficiency and power quality.","http://www.ice-energy.com","United States","Burbank","null","California","164 W. Magnolia","91502","34.1780047","-118.32","null","09-23-2013","null","null","null","NO","null","null","","null","Public Owned","null","1","Ice Energy","null","Ice Energy","Ice Energy","Ice Energy","Ice Energy","null","null","Utility-Owned","null","Confidential","null","null","null","null","null","State/Provincial/Regional","null","null","null","null","null","null","null","null","Subsystem 1","949.1","Thermal energy storage","Latent heat","Ice","null","null","null","null","null","null","null","null","null","null","8","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"950","GESDB","Lancaster MOAH Green Charge Networks Greenstation","Operational","30","1","30","","","","","","","","","","","","","Retail TOU Energy Charges","","","","Transportation Services","Nissan DC fast charger","Green Charge Networks is providing intelligent energy storage solutions to reduce peak demand charges with their sophisticated software algorithm and battery storage system.  In addition, Green Charge Networks is aggregating locations to participate in Demand Response events to increase the savings. ","http://www.prnewswire.com/news-releases/city-of-lancaster-to-install-energy-storage-system-and-ev-charging-station-at-lancaster-museum-of-art--history-moah-253207941.html","United States","Lancaster","null","California","665 W Lancaster Blvd","93534","34.69814135","-118.1418400783","03-31-2014","10-23-2014","01-20-2014","null","null","NO","null","null","CAISO","null","Investor Owned","null","1","Green Charge Networks","IPC","Green Charge Networks","Green Charge Networks","null","null","null","null","Third-Party-Owned","null","Confidential (Green Charge Network Customer)","null","null","null","null","null","State/Provincial/Regional Grant","null","null","null","null","null","null","null","null","Subsystem 1","950.1","Electro-chemical battery and chemical storage","Lithium-ion battery","","null","null","null","null","null","null","null","null","null","null","30","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"951","GESDB","Escondido Energy Storage","Operational","30000","4","120000","Electric Energy Time Shift (Arbitrage)","","","Frequency Regulation","","","","","","","","Reliability","","","","","","null","SDG&amp;E is showcasing the world’s largest lithium-ion battery energy storage facility in partnership with AES Energy Storage, which will enhance regional energy reliability while maximizing renewable energy use.  The 30 megawatt (MW) energy storage facility is capable of storing up to 120 megawatt hours of energy, the energy equivalent of serving 20,000 customers for four hours.  The California Public Utility Commission (CPUC) directed Southern California investor-owned electric utilities to fast-track additional energy storage options to enhance regional energy reliability.  In response, SDG&amp;E expedited ongoing negotiations and contracted with AES Energy Storage.","http://sdgenews.com/battery-storage/sdge-unveils-world%E2%80%99s-largest-lithium-ion-battery-storage-facility","United States","Escondido","null","California","null","null","33.1192068","-117.09","08-18-2016","02-24-2017","01-09-2016","null","null","NO","null","null","CAISO","null","Investor Owned","null","1","null","AES Energy Storage","null","null","null","null","null","null","Utility-Owned","null","SDG&E","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","951.1","Electro-chemical battery and chemical storage","Lithium-ion battery","","null","null","null","null","null","null","null","null","null","null","30000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"952","GESDB","Hiwassee Dam","Operational","185000","0","0","Electric Energy Time Shift (Arbitrage)","","","","","","","","","","","","","","","","Electric Supply Capacity","null","Hiwassee Dam is a concrete gravity overflow dam 307 feet (94 m) high and 1,376 feet (419 m) long, and has a generating capacity of 185,000 kilowatts. The dam's spillway is controlled by seven radial gates, which, along with four regulating conduits at the bottom of the dam, give the dam a total maximum discharge of 112,000 cubic feet per second (3,200 m3/s). Hiwassee Lake stretches along the river for approximately 22 miles (35 km) to the town of Murphy, North Carolina, and has 180 miles (290 km) of shoreline, a storage capacity of 434,000 acre·ft (535,000 dam3) and 205,590 acre·ft (253,590 dam3) of flood storage. The reservoir's operating level varies by roughly 38 feet (12 m) in a typical year.  During the 1950s, TVA experimented with the idea of 'pumped storage' at Hiwassee Dam. There it employed an energy-generating turbine that was run in reverse during low-demand hours to pump water below the dam into the upper reservoir. This integration of pump and turbine was the first of its kind in the United States; further, at the time it was the largest and most powerful in the world. The unit was built by Allis-Chalmers Company. The 'pump-turbine' at Hiwassee is designated a 'National Historic Mechanical Engineering Landmark' by the American Society of Mechanical Engineers (ASME)  http://files.asme.org/asmeorg/Communities/History/Landmarks/5567.pdf  http://en.wikipedia.org/wiki/Hiwassee_Dam","http://www.tva.gov/","United States","Cherokee County","null","North Carolina","null","null","35.1134803","-84.06","null","05-24-1956","04-01-1954","null","null","NO","Transmission","null","","null","null","null","1","Allis-Chalmers Company","null","null","Tennessee Valley Authority","null","null","null","null","Third-Party-Owned","null","Tennessee Valley Authority","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","952.1","Electro-mechanical energy storage","Pumped hydro storage","Open-loop PHS","null","null","null","null","null","null","null","null","null","null","185000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"953","GESDB","Redding Furniture and Mattress - Ice Energy","Operational","40","6","240","Electric Energy Time Shift (Arbitrage)","","","","","","","","","","","","Retail TOU Energy Charges","","","","Electric Supply Capacity","null","Ice Energy’s flagship Ice Bear system enables a powerful change in how – and more importantly when – energy is consumed for air conditioning. The Ice Bear system is an intelligent distributed energy storage solution that works in conjunction with commercial direct-expansion (DX) air-conditioning systems, specifically the refrigerant-based, 4-20-ton packaged rooftop systems common to most small to mid-sized commercial buildings.  The system stores energy at night, when electricity generation is cleaner, more efficient and less expensive, and delivers that energy during the peak of the day to provide cooling to the building. Daytime energy demand from air conditioning – typically 40-50% of a building’s electricity use during peak daytime hours – can be reduced significantly. In kilowatts, each Ice Bear delivers an average reduction of 12 kW of source equivalent peak demand for a minimum of 6 hours daily, shifting 72 kW-hours of on-peak energy to off-peak hours.  Ice Bear units are typically owned by utilities and installed at distributed locations behind the customer meter on commercial and industrial sites. When aggregated and deployed at scale, a typical utility deployment will shift the operation of thousands of commercial AC condensing units from on-peak periods to off-peak periods, reducing electric system demand, improving electric system load factor, reducing electric system costs, and improving overall electric system efficiency and power quality.","http://www.ice-energy.com","United States","Redding","null","California","30 Lake Blvd","96003","40.6085464","-122.38","null","05-24-2013","null","null","null","NO","null","null","","null","Public Owned","null","1","Ice Energy","null","Ice Energy","Ice Energy","Ice Energy","Ice Energy","null","null","Utility-Owned","null","Confidential","null","null","null","null","null","State/Provincial/Regional","null","null","null","null","null","null","null","null","Subsystem 1","953.1","Thermal energy storage","Latent heat","Ice","null","null","null","null","null","null","null","null","null","null","40","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"956","GESDB","Fossil Ridge High School","Operational","200","8","1600","Electric Energy Time Shift (Arbitrage)","","","Operating Reserve (Non-Spinning)","","","","","","","","","Retail TOU Energy Charges","","","","","null","Fossil Ridge High School is 60% more efficient than a comparable building. This school won a  first place ASHRAE Technology Award in the New Institutional Category, is certified LEED Silver and received an ENERGY STAR Rating of 94.  In the school year (July 1, 2010-June 30, 2011) FRHS performed at 6.6 kWh/SF/Yr. and 41.1 kBtu/SF/Yr. (natural gas and electric).","http://www.calmac.com/fossil-ridge-high-school--leed-silver","United States","Fort Collins","null","Colorado","5400 Ziegler Road","80528","40.512543","-105.02","07-02-2002","08-24-2004","04-14-2003","null","null","NO","Secondary Distribution","null","","null","Cooperative (Customer Owned)","null","1","CALMAC","null","null","null","null","null","null","null","Customer-Owned","null","Poudre School District","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","956.1","Thermal energy storage","Latent heat","Ice","null","null","null","null","null","null","null","null","null","null","200","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"960","GESDB","CrystEna 1 MW Energy Storage System- Demansys Energy Inc.","Operational","1000","0.45","450","","","","Frequency Regulation","","","","","","","","","","","","","Electric Supply Capacity","null","Hitachi America, Ltd. and Demansys Energy, Inc. have commissioned a 1 MW Lithium-Ion energy storage facility utilizing Hitachi's 'CrystEna' compact container-type energy storage system and have started a demonstration project in Somerdale, New Jersey.  Demansys and Hitachi are performing a demonstration project utilizing Hitachi's CrystEna in the market for frequency regulation and capacity services. Demansys managed this demonstration project which involves the installation of a Hitachi CrystEna system in New Jersey, not far from Philadelphia. To verify the system's effectiveness for grid stabilization, the demonstration will collect data over a two year period, including a capacity pilot project with PJM Interconnection and frequency regulation operation in PJM, the USA's largest independent grid operator.   The demonstration has started to further evaluate energy storage systems and to verify system reliability and effectiveness with the aim to engage in a large deployment in the US ancillary services market.","http://www.hitachi.com/New/cnews/month/2015/02/150226a.html","United States","Somerdale","null","New Jersey","null","null","39.8440027","-75.02","02-25-2015","02-25-2015","null","null","null","NO","null","null","PJM","null","null","null","1","Hitachi","Hitachi","Hitachi","Demansys Energy Inc.","null","Demansys Energy Inc.","null","null","Third-Party-Owned","null","Demansys Energy Inc.","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","960.1","Electro-chemical battery and chemical storage","Lithium-ion battery","","null","null","null","null","null","null","null","null","null","null","1000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"963","GESDB","Ice Energy project at 27200 Eucalyptus Ave","Operational","20","6","120","","","","","","","","","","","","","Retail TOU Energy Charges","","","","Electric Supply Capacity","null","Ice Energy’s flagship Ice Bear system enables a powerful change in how – and more importantly when – energy is consumed for air conditioning. The Ice Bear system is an intelligent distributed energy storage solution that works in conjunction with commercial direct-expansion (DX) air-conditioning systems, specifically the refrigerant-based, 4-20-ton packaged rooftop systems common to most small to mid-sized commercial buildings. The system stores energy at night, when electricity generation is cleaner, more efficient and less expensive, and delivers that energy during the peak of the day to provide cooling to the building. Daytime energy demand from air conditioning – typically 40-50% of a building’s electricity use during peak daytime hours – can be reduced significantly. In kilowatts, each Ice Bear delivers an average reduction of 12 kW of source equivalent peak demand for a minimum of 6 hours daily, shifting 72 kW-hours of on-peak energy to off-peak hours. Ice Bear units are typically owned by utilities and installed at distributed locations behind the customer meter on commercial and industrial sites. When aggregated and deployed at scale, a typical utility deployment will shift the operation of thousands of commercial AC condensing units from on-peak periods to off-peak periods, reducing electric system demand, improving electric system load factor, reducing electric system costs, and improving overall electric system efficiency and power quality.","http://www.ice-energy.com","United States","Moreno Valley","null","California","27200 Eucalyptus Ave","92555","33.936265","-117.18646","null","03-25-2013","null","null","null","NO","null","null","CAISO","null","Public Owned","null","1","Ice Energy","null","Ice Energy","Ice Energy","Ice Energy","Ice Energy","null","null","Utility-Owned","null","Confidential","null","null","null","null","null","State/Provincial/Regional","null","null","null","null","null","null","null","null","Subsystem 1","963.1","Thermal energy storage","Latent heat","Ice","null","null","null","null","null","null","null","null","null","null","20","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"964","GESDB","AMS 50 MW Hybrid-Electric Buildings","Contracted","50000","0","0","Electric Energy Time Shift (Arbitrage)","","","","","","","","","","","","","","","","","null","Advanced Microgrid Solutions (AMS) announced today that the company has been awarded a 50 MW contract by Southern California Edison (SCE) to develop the first grid-scale fleet of Hybrid-Electric Buildings in the world.  AMS's Hybrid-Electric Building project is a cutting-edge initiative to install advanced energy storage systems in commercial and industrial buildings to provide large-scale grid support to utilities. Equipped individual buildings with state-of-the-art battery technology and advanced energy management software enables the building load to be shifted from electric grid to battery power during peak demand periods. Hybrid-electric buildings are then aggregated into 'fleets' and operated as a single resource, allowing SCE to shift the entire fleet of buildings to stored energy when grid resources are strained.  The first 10 MW Hybrid-Electric Building project will be installed in Irvine, California and will be completed in Q4 of 2016.","http://advmicrogrid.com/AMS_Release.pdf","United States","Los Angeles","null","California","null","null","34.0522342","-118.24","05-11-2014","04-25-2018","null","null","null","NO","null","null","CAISO","null","Investor Owned","null","1","null","null","null","null","null","null","null","null","Third-Party-Owned","null","Advanced Microgrid Solutions","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","964.1","Electro-chemical battery and chemical storage","","","null","null","null","null","null","null","null","null","null","null","50000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"969","GESDB","Pueblo Air Cooled Run Test Facility - Calmac","Operational","3517","4","14068","Electric Energy Time Shift (Arbitrage)","","","Operating Reserve (Non-Spinning)","","","","","","","","","Retail TOU Energy Charges","","","","","null","This Pueblo facility is used for AHRI certification tests of air-cooled units from 0 to 200 tons as well as for internal and customer tests to confirm the performance of specific air-cooled water chilling systems of 20 to 500 tons.  CALMAC's IceBank energy storage ice storage system serves as a battery for the facility's air-conditioning system.  The ice storage tanks shift a portion of the facility’s cooling needs to off-peak periods.","http://www.calmac.com/how-energy-storage-works","United States","Pueblo","null","Colorado","101 William White Blvd.","81001","38.2821073","-104.52","07-25-2016","07-25-2016","null","null","null","NO","null","null","","null","null","null","1","CALMAC Corp.","null","null","null","null","null","null","null","Customer-Owned","null","Ingersoll Rand","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","969.1","Thermal energy storage","Latent heat","Ice","null","null","null","null","null","null","null","null","null","null","3517","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"970","GESDB","Pueblo West Factory Building - Calmac","Operational","3517","4","14068","Electric Energy Time Shift (Arbitrage)","","","Operating Reserve (Non-Spinning)","","","","","","","","","","","","","","null","This Pueblo facility is used for AHRI certification tests of air-cooled units from 0 to 200 tons as well as for internal and customer tests to confirm the performance of specific air-cooled water chilling systems of 20 to 500 tons. CALMAC's IceBank energy storage ice storage system serves as a battery for the facility's air-conditioning system. The ice storage tanks shift a portion of the facility’s cooling needs to off-peak periods.","http://www.trane.com/commercial/north-america/us/en/about-us/newsroom/press-releases/trane-facility-in-pueblo-celebrates-30-year-anniversary-.html","United States","Pueblo","null","Colorado","101 William White Blvd.","81001","38.2821073","-104.52","07-25-2016","07-25-2016","null","null","null","NO","null","null","","null","null","null","1","CALMAC Corp.","null","null","null","null","null","null","null","Customer-Owned","null","Ingersoll Rand","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","970.1","Thermal energy storage","Latent heat","Ice","null","null","null","null","null","null","null","null","null","null","3517","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
